Dataset	sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated
Human	Zape3	E. bieneusi	1171	0.2930865511	Raw	FP
Madagascar	SRR7658667	E. bieneusi	3272	0.2887799348	Raw	FP
Madagascar	SRR7658650	E. bieneusi	1889	0.2601299716	Raw	FP
Human	UT30	E. bieneusi	1511	0.2581101714	Raw	FP
Hallstatt	HS2612	E. bieneusi	2578	0.2559303541	Raw	FP
Hallstatt	HS2604	E. bieneusi	1039	0.16555754	Raw	FP
Human	Zape3	F. circinatum	3327	0.9861092524	Decontaminated	TP
Human	Zape28	F. circinatum	1518	0.9847484172	Decontaminated	TP
Human	Zape3	F. circinatum	3359	0.9843415052	Raw	TP
Human	Zape2	F. circinatum	7076	0.97765286	Decontaminated	TP
Human	Zape28	F. circinatum	1561	0.9766691009	Raw	TP
Human	Zape2	F. circinatum	7196	0.9723005729	Raw	TP
Pigs	6007-17	H. placei	1000	0.3926840407	Raw	FP
Human	Coprolite_16	H. placei	1152	0.3750615451	Raw	FP
Human	Coprolite_14	H. placei	1215	0.3734717897	Raw	FP
Pigs	6020-17	H. placei	1310	0.3733097468	Raw	FP
Pigs	6021-17	H. placei	1203	0.3705109925	Raw	FP
Pigs	6006-17	H. placei	1040	0.3699753623	Raw	FP
Pigs	8016-17	H. placei	1660	0.3694059892	Raw	FP
Pigs	6022-17	H. placei	1913	0.3690899608	Raw	FP
Pigs	6011-17	H. placei	1716	0.3680966778	Raw	FP
Pigs	3217-17	H. placei	1113	0.3674228706	Raw	FP
Pigs	6018-17	H. placei	1236	0.3662983677	Raw	FP
Pigs	3209-17	H. placei	1308	0.3596267697	Raw	FP
Pigs	8018-17	H. placei	1564	0.3590994777	Raw	FP
Pigs	7019-17	H. placei	1284	0.3585573725	Raw	FP
Pigs	7013-17	H. placei	1213	0.3577362005	Raw	FP
Pigs	8012-17	H. placei	2007	0.3570278456	Raw	FP
Pigs	1033-17	H. placei	1310	0.3568992008	Raw	FP
Pigs	8014-17	H. placei	2027	0.3566115473	Raw	FP
Pigs	7006-17	H. placei	1503	0.355547444	Raw	FP
Pigs	7012-17	H. placei	1256	0.3554528286	Raw	FP
Pigs	5029-17	H. placei	1339	0.3550674109	Raw	FP
Pigs	8026-17	H. placei	1117	0.3546429568	Raw	FP
Pigs	5001-17	H. placei	2163	0.3543400337	Raw	FP
Pigs	1001-17	H. placei	2280	0.3542011183	Raw	FP
Pigs	6005-17	H. placei	1769	0.3536035272	Raw	FP
Pigs	6019-17	H. placei	1150	0.3531155941	Raw	FP
Pigs	6015-17	H. placei	2132	0.3525494197	Raw	FP
Pigs	6016-17	H. placei	1920	0.3524330948	Raw	FP
Pigs	3213-17	H. placei	1301	0.3519403276	Raw	FP
Pigs	9015-17	H. placei	1091	0.3512078313	Raw	FP
Pigs	1021-17	H. placei	1431	0.3511432244	Raw	FP
Pigs	8020-17	H. placei	1189	0.3509010538	Raw	FP
Pigs	1015-17	H. placei	1719	0.3507354156	Raw	FP
Pigs	4023-17	H. placei	1352	0.3506087037	Raw	FP
Pigs	5032-17	H. placei	1268	0.3503123179	Raw	FP
Pigs	1003-17	H. placei	1372	0.349980077	Raw	FP
Pigs	1035-17	H. placei	1117	0.3497322328	Raw	FP
Pigs	3210-17	H. placei	1446	0.3494684992	Raw	FP
Pigs	5028-17	H. placei	1808	0.3494165056	Raw	FP
Pigs	3202-17	H. placei	1195	0.3492662479	Raw	FP
Pigs	5025-17	H. placei	1478	0.3488958406	Raw	FP
Pigs	3216-17	H. placei	1506	0.3481159678	Raw	FP
Pigs	7003-17	H. placei	1717	0.3479990541	Raw	FP
Pigs	3204-17	H. placei	1176	0.3479899451	Raw	FP
Pigs	7015-17	H. placei	1098	0.3478086007	Raw	FP
Pigs	8010-17	H. placei	1877	0.3473200793	Raw	FP
Pigs	3212-17	H. placei	1503	0.3471108108	Raw	FP
Pigs	6012-17	H. placei	1873	0.3470614123	Raw	FP
Pigs	2020-17	H. placei	1273	0.3466784439	Raw	FP
Human	Zape2	H. placei	2317	0.3463187923	Raw	FP
Pigs	6001-17	H. placei	2173	0.3463045792	Raw	FP
Pigs	5011-17	H. placei	1278	0.3459289822	Raw	FP
Pigs	1025-17	H. placei	1501	0.3453776213	Raw	FP
Pigs	1023-17	H. placei	1641	0.3449307481	Raw	FP
Pigs	4007-17	H. placei	1072	0.3448028495	Raw	FP
Pigs	6017-17	H. placei	1114	0.3444581516	Raw	FP
Pigs	1007-17	H. placei	1621	0.344441331	Raw	FP
Human	Zape28	H. placei	2346	0.3443837098	Raw	FP
Pigs	7010-17	H. placei	1702	0.3442497373	Raw	FP
Pigs	7011-17	H. placei	1438	0.3438832257	Raw	FP
Pigs	3208-17	H. placei	1449	0.343831662	Raw	FP
Pigs	1005-17	H. placei	1670	0.3437448052	Raw	FP
Pigs	7005-17	H. placei	1408	0.3437083661	Raw	FP
Pigs	9020-17	H. placei	1049	0.3436480911	Raw	FP
Pigs	9016-17	H. placei	1336	0.3435974794	Raw	FP
Pigs	4024-17	H. placei	1489	0.3432873285	Raw	FP
Pigs	3219-17	H. placei	1843	0.3431358437	Raw	FP
Pigs	4038-17	H. placei	1049	0.3429901114	Raw	FP
Pigs	7001-17	H. placei	1565	0.3429113216	Raw	FP
Pigs	1011-17	H. placei	1610	0.3428596149	Raw	FP
Pigs	5015-17	H. placei	1481	0.3419473683	Raw	FP
Pigs	6010-17	H. placei	2010	0.3418803926	Raw	FP
Pigs	7009-17	H. placei	1926	0.3417026868	Raw	FP
Pigs	6008-17	H. placei	2163	0.3413918967	Raw	FP
Pigs	5007-17	H. placei	1145	0.3413834137	Raw	FP
Pigs	5019-17	H. placei	1891	0.3405419556	Raw	FP
Pigs	8028-17	H. placei	1026	0.3405125005	Raw	FP
Pigs	5012-17	H. placei	2121	0.3404980801	Raw	FP
Human	Zape1	H. placei	2290	0.3398833844	Raw	FP
Pigs	5026-17	H. placei	1963	0.3397194612	Raw	FP
Pigs	8002-17	H. placei	2100	0.3391622225	Raw	FP
Pigs	6013-17	H. placei	3165	0.3387977882	Raw	FP
Pigs	6014-17	H. placei	1924	0.3385655694	Raw	FP
Pigs	1041-17	H. placei	1188	0.3374031837	Raw	FP
Pigs	4036-17	H. placei	1044	0.3360270593	Raw	FP
Pigs	5008-17	H. placei	1924	0.3357650678	Raw	FP
Pigs	8006-17	H. placei	2304	0.3355699953	Raw	FP
Pigs	5004-17	H. placei	2165	0.3349653376	Raw	FP
Pigs	1017-17	H. placei	1166	0.3347676489	Raw	FP
Pigs	4001-17	H. placei	1529	0.3342901855	Raw	FP
Pigs	1019-17	H. placei	2302	0.3341128575	Raw	FP
Pigs	8030-17	H. placei	1701	0.3340891701	Raw	FP
Pigs	5027-17	H. placei	1499	0.3325487439	Raw	FP
Pigs	8008-17	H. placei	2494	0.3325215371	Raw	FP
Pigs	7014-17	H. placei	1447	0.3320957912	Raw	FP
Pigs	1037-17	H. placei	1027	0.3307829532	Raw	FP
Pigs	7004-17	H. placei	2323	0.3301630734	Raw	FP
Pigs	7016-17	H. placei	1459	0.3293459188	Raw	FP
Pigs	7007-17	H. placei	1379	0.3292904969	Raw	FP
Pigs	8004-17	H. placei	2443	0.3288039012	Raw	FP
Human	UT30	H. placei	2295	0.3277004695	Raw	FP
Pigs	4025-17	H. placei	1431	0.3259868702	Raw	FP
Human	Zape5	H. placei	1741	0.3240381584	Raw	FP
Pigs	1027-17	H. placei	1516	0.3238303516	Raw	FP
Pigs	7008-17	H. placei	1609	0.3224085516	Raw	FP
Pigs	7002-17	H. placei	1525	0.321163249	Raw	FP
Pigs	4037-17	H. placei	1220	0.3197848037	Raw	FP
Pigs	2019-17	H. placei	1546	0.3196906675	Raw	FP
Pigs	4026-17	H. placei	2069	0.3187755777	Raw	FP
Pigs	9002-17	H. placei	1038	0.3184848955	Raw	FP
Pigs	9022-17	H. placei	1236	0.3182367023	Raw	FP
Pigs	4028-17	H. placei	1613	0.3173924393	Raw	FP
Hallstatt	HS2611	H. placei	3456	0.3168112276	Raw	FP
Pigs	2001-17	H. placei	1132	0.3158943288	Raw	FP
Pigs	4002-17	H. placei	1434	0.3146057626	Raw	FP
Human	Zape3	H. placei	1033	0.314399979	Raw	FP
Pigs	2017-17	H. placei	1185	0.3132118629	Raw	FP
Pigs	4030-17	H. placei	1377	0.3131667227	Raw	FP
Pigs	4035-17	H. placei	1340	0.3125444044	Raw	FP
Pigs	4032-17	H. placei	1363	0.3105356254	Raw	FP
Pigs	2002-17	H. placei	1778	0.31035917	Raw	FP
Pigs	6004-17	H. placei	3339	0.3100072592	Raw	FP
Pigs	9021-17	H. placei	1436	0.309478009	Raw	FP
Pigs	2009-17	H. placei	1361	0.3083230612	Raw	FP
Pigs	2005-17	H. placei	1147	0.3080547458	Raw	FP
Pigs	2004-17	H. placei	1368	0.3074493874	Raw	FP
Pigs	2007-17	H. placei	1610	0.3068329065	Raw	FP
Pigs	4014-17	H. placei	1294	0.3016604687	Raw	FP
Pigs	2010-17	H. placei	1075	0.2976484855	Raw	FP
Pigs	4031-17	H. placei	1741	0.2928716887	Raw	FP
Hallstatt	HS2610	H. placei	2849	0.2896545692	Raw	FP
Pigs	4034-17	H. placei	1109	0.2888230734	Raw	FP
Pigs	2003-17	H. placei	1492	0.2862179658	Raw	FP
Pigs	4029-17	H. placei	1600	0.2816725869	Raw	FP
Pigs	2011-17	H. placei	1586	0.2769532174	Raw	FP
Pigs	4033-17	H. placei	1627	0.2747101179	Raw	FP
Hallstatt	HS2612	H. placei	2920	0.2712786963	Raw	FP
Pigs	2006-17	H. placei	2115	0.2649504283	Raw	FP
Pigs	2014-17	H. placei	2503	0.255938711	Raw	FP
Madagascar	SRR7658647	H. placei	1032	0.2454092364	Raw	FP
Dogs	Solarolo	H. hammondi	1374	0.8131393522	Raw	TP
Iceman	Iceman	H. hammondi	6642	0.5388150114	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	H. hammondi	1017	0.4590278624	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	H. hammondi	2269	0.4545941996	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	H. hammondi	1300	0.4474214119	Raw	FP
Iceman	Iceman_Stomach_antrum_content_1051	H. hammondi	1062	0.4262380569	Raw	FP
Iceman	Iceman_Stomach_corpus_content_I_1054	H. hammondi	1543	0.4239065632	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	H. hammondi	3098	0.4228190341	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	H. hammondi	2817	0.4207391514	Raw	FP
Iceman	Iceman_Stomach_antrum_surface_1051	H. hammondi	2104	0.4065367016	Raw	FP
Iceman	Iceman_Small_intestine_1063	H. hammondi	1847	0.402034971	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	H. hammondi	1874	0.3961594242	Raw	FP
Pigs	2020-17	H. ohiense_(nom._inval.)	1062	0.4207737797	Raw	FP
Madagascar	SRR7658591	H. ohiense_(nom._inval.)	1131	0.4187550971	Raw	FP
Madagascar	SRR7658644	H. ohiense_(nom._inval.)	1205	0.4156966244	Raw	FP
Pigs	9028-17	H. ohiense_(nom._inval.)	1295	0.4149581165	Raw	FP
Madagascar	SRR7658639	H. ohiense_(nom._inval.)	1224	0.4110993733	Raw	FP
Madagascar	SRR7658622	H. ohiense_(nom._inval.)	1083	0.4085270815	Raw	FP
Madagascar	SRR7658608	H. ohiense_(nom._inval.)	1117	0.4075504758	Raw	FP
Madagascar	SRR7658653	H. ohiense_(nom._inval.)	1402	0.4068117463	Raw	FP
Madagascar	SRR7658652	H. ohiense_(nom._inval.)	1134	0.4027311455	Raw	FP
Madagascar	SRR7658586	H. ohiense_(nom._inval.)	1256	0.4010767322	Raw	FP
Madagascar	SRR7658607	H. ohiense_(nom._inval.)	1680	0.4006703962	Raw	FP
Madagascar	SRR7658636	H. ohiense_(nom._inval.)	2327	0.3970367017	Raw	FP
Madagascar	SRR7658642	H. ohiense_(nom._inval.)	1510	0.3953648871	Raw	FP
Madagascar	SRR7658617	H. ohiense_(nom._inval.)	1346	0.3945798987	Raw	FP
Madagascar	SRR7658604	H. ohiense_(nom._inval.)	1093	0.3940581951	Raw	FP
Madagascar	SRR7658669	H. ohiense_(nom._inval.)	1818	0.3923517248	Raw	FP
Madagascar	SRR7658584	H. ohiense_(nom._inval.)	2220	0.391309916	Raw	FP
Madagascar	SRR7658656	H. ohiense_(nom._inval.)	2234	0.3900005739	Raw	FP
Madagascar	SRR7658606	H. ohiense_(nom._inval.)	1665	0.3888118217	Raw	FP
Pigs	9027-17	H. ohiense_(nom._inval.)	2260	0.3860236102	Raw	FP
Pigs	9029-17	H. ohiense_(nom._inval.)	2151	0.382912798	Raw	FP
Madagascar	SRR7658628	H. ohiense_(nom._inval.)	1449	0.3810243516	Raw	FP
Madagascar	SRR7658633	H. ohiense_(nom._inval.)	2070	0.3810063071	Raw	FP
Madagascar	SRR7658632	H. ohiense_(nom._inval.)	2310	0.3800559892	Raw	FP
Madagascar	SRR7658645	H. ohiense_(nom._inval.)	1927	0.3799987411	Raw	FP
Madagascar	SRR7658677	H. ohiense_(nom._inval.)	3404	0.3792766992	Raw	FP
Madagascar	SRR7658665	H. ohiense_(nom._inval.)	3483	0.3756096664	Raw	FP
Pigs	4023-17	H. ohiense_(nom._inval.)	2878	0.37325102	Raw	FP
Dogs	Zape2	H. ohiense_(nom._inval.)	1592	0.3724159747	Raw	FP
Madagascar	SRR7658668	H. ohiense_(nom._inval.)	3623	0.3717883744	Raw	FP
Human	Zape_29	H. ohiense_(nom._inval.)	2193	0.3661968614	Raw	FP
Madagascar	SRR7658594	H. ohiense_(nom._inval.)	3294	0.3660228354	Raw	FP
Madagascar	SRR7658661	H. ohiense_(nom._inval.)	4979	0.3654824508	Raw	FP
Madagascar	SRR7658682	H. ohiense_(nom._inval.)	2488	0.3652118475	Raw	FP
Madagascar	SRR7658643	H. ohiense_(nom._inval.)	4046	0.3642563631	Raw	FP
Human	Zape2	H. ohiense_(nom._inval.)	1944	0.3612978179	Raw	FP
Madagascar	SRR7658658	H. ohiense_(nom._inval.)	4012	0.3603228869	Raw	FP
Madagascar	SRR7658649	H. ohiense_(nom._inval.)	3161	0.3573142146	Raw	FP
Madagascar	SRR7658662	H. ohiense_(nom._inval.)	3772	0.3572956033	Raw	FP
Pigs	9030-17	H. ohiense_(nom._inval.)	4366	0.3572114494	Raw	FP
Madagascar	SRR7658627	H. ohiense_(nom._inval.)	3276	0.3563893689	Raw	FP
Madagascar	SRR7658655	H. ohiense_(nom._inval.)	4819	0.3546773231	Raw	FP
Madagascar	SRR7658672	H. ohiense_(nom._inval.)	2526	0.3521057537	Raw	FP
Madagascar	SRR7658646	H. ohiense_(nom._inval.)	7414	0.3498854238	Raw	FP
Madagascar	SRR7658590	H. ohiense_(nom._inval.)	2349	0.3497339874	Raw	FP
Madagascar	SRR7658670	H. ohiense_(nom._inval.)	6437	0.3476138059	Raw	FP
Madagascar	SRR7658664	H. ohiense_(nom._inval.)	10161	0.3468947107	Raw	FP
Madagascar	SRR7658624	H. ohiense_(nom._inval.)	3580	0.3430154328	Raw	FP
Madagascar	SRR7658585	H. ohiense_(nom._inval.)	7036	0.3420214692	Raw	FP
Madagascar	SRR7658675	H. ohiense_(nom._inval.)	5137	0.3364406815	Raw	FP
Madagascar	SRR7658583	H. ohiense_(nom._inval.)	8053	0.3342261069	Raw	FP
Madagascar	SRR7658650	H. ohiense_(nom._inval.)	6888	0.3323450659	Raw	FP
Madagascar	SRR7658667	H. ohiense_(nom._inval.)	4211	0.2901845198	Raw	FP
Pigs	7012-17	L. ramosa	1591	0.9984634866	Decontaminated	TP
Iceman	Iceman	L. ramosa	110716	0.9720476015	Raw	TP
Iceman	Iceman	L. ramosa	110715	0.9720450663	Decontaminated	TP
Pigs	7012-17	L. ramosa	1591	0.9555100723	Raw	TP
Iceman	Iceman	Mansonella_sp._'DEUX'	5958	0.7364787351	Raw	FP
Iceman	Iceman	Mansonella_sp._'DEUX'	2206	0.7110788391	Decontaminated	FP
Pigs	3219-17	M. circinelloides	1670	0.9979863977	Decontaminated	TP
Pigs	2017-17	M. circinelloides	25451	0.9912688835	Decontaminated	TP
Human	UT30	M. circinelloides	156616	0.9740256463	Decontaminated	TP
Human	UT30	M. circinelloides	156996	0.9733268324	Raw	TP
Hallstatt	HS2604	M. circinelloides	3345	0.9724681061	Decontaminated	TP
Hallstatt	HS2604	M. circinelloides	3371	0.969207049	Raw	TP
Pigs	3219-17	M. circinelloides	1673	0.9479060548	Raw	TP
Pigs	2017-17	M. circinelloides	25548	0.9234345927	Raw	TP
Iceman	Iceman	M. circinelloides	61163	0.9119797337	Decontaminated	TP
Iceman	Iceman	M. circinelloides	61799	0.9077352818	Raw	TP
Iceman	Iceman_Large_intestine_lower_part_225	M. circinelloides	1909	0.8816021347	Decontaminated	TP
Dogs	Zape2	M. circinelloides	1961	0.881403015	Decontaminated	TP
Iceman	Iceman_Large_intestine_lower_part_225	M. circinelloides	2038	0.8494391972	Raw	TP
Dogs	Zape2	M. circinelloides	2149	0.8342597214	Raw	TP
Pigs	2007-17	N. albida	2796	0.9956030338	Decontaminated	TP
Pigs	2007-17	N. albida	2846	0.9543920146	Raw	TP
Human	UT30	N. albida	1876	0.614866476	Raw	FP
Human	Zape2	N. albida	1400	0.5537908361	Raw	FP
Pigs	6007-17	N. glabratus	12204	0.9916498975	Decontaminated	TP
Pigs	6007-17	N. glabratus	12282	0.9193904303	Raw	TP
Pigs	9030-17	O. dentatum	2298	0.994002565	Decontaminated	TP
Pigs	9030-17	O. dentatum	2296	0.9702906543	Raw	TP
Iceman	Iceman_Large_intestine_upper_part_II_1036	O. lupi	1022	0.4738265244	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	O. lupi	10411	0.3515090086	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	O. ochengi	1268	0.8665578015	Raw	TP
Iceman	Iceman_Stomach_antrum_content_1051	O. ochengi	1051	0.8632023208	Raw	TP
Dogs	Solarolo	O. ochengi	4120	0.8366460222	Raw	TP
Iceman	Iceman	O. ochengi	9294	0.758236521	Raw	FP
Madagascar	SRR7658585	P. univalens	1012	0.2842591098	Raw	FP
Madagascar	SRR7658624	P. univalens	1110	0.2741225745	Raw	FP
Madagascar	SRR7658658	P. univalens	1355	0.2618384317	Raw	FP
Madagascar	SRR7658586	P. univalens	1565	0.2608299075	Raw	FP
Madagascar	SRR7658662	P. univalens	3911	0.2359202021	Raw	FP
Dogs	Solarolo	P. univalens	1754	0.2052299491	Raw	FP
Dogs	Zape2	P. univalens	1579	0.1808727247	Raw	FP
Pigs	2014-17	P. univalens	1641	0.1631319082	Raw	FP
Madagascar	SRR7658646	P. univalens	1103	0.1611871085	Raw	FP
Hallstatt	HS2604	P. univalens	1965	0.1604848793	Raw	FP
Madagascar	SRR7658661	P. univalens	1053	0.1574870212	Raw	FP
Pigs	7004-17	P. univalens	1025	0.1527714838	Raw	FP
Madagascar	SRR7658605	P. univalens	1181	0.1522058973	Raw	FP
Madagascar	SRR7658587	P. univalens	1040	0.1519345962	Raw	FP
Madagascar	SRR7658634	P. univalens	1007	0.1515174938	Raw	FP
Pigs	8030-17	P. univalens	1010	0.150716956	Raw	FP
Human	Zape28	P. univalens	1825	0.1498192857	Raw	FP
Pigs	6010-17	P. univalens	1176	0.1498003799	Raw	FP
Pigs	8002-17	P. univalens	1218	0.1497859787	Raw	FP
Madagascar	SRR7658647	P. univalens	1235	0.1488225885	Raw	FP
Pigs	8008-17	P. univalens	1064	0.1483378896	Raw	FP
Human	Zape2	P. univalens	1997	0.1479549621	Raw	FP
Pigs	7018-17	P. univalens	1050	0.147779195	Raw	FP
Madagascar	SRR7658649	P. univalens	1282	0.147394003	Raw	FP
Madagascar	SRR7658627	P. univalens	1156	0.1472783086	Raw	FP
Pigs	8004-17	P. univalens	1177	0.1472475839	Raw	FP
Pigs	2009-17	P. univalens	1224	0.1467681444	Raw	FP
Pigs	6016-17	P. univalens	1070	0.146656469	Raw	FP
Pigs	4037-17	P. univalens	1005	0.1466280972	Raw	FP
Madagascar	SRR7658584	P. univalens	1054	0.1464185497	Raw	FP
Pigs	7008-17	P. univalens	1139	0.1462368555	Raw	FP
Pigs	2004-17	P. univalens	1334	0.1456703774	Raw	FP
Pigs	2012-17	P. univalens	1344	0.1449819411	Raw	FP
Pigs	2005-17	P. univalens	1384	0.1448364415	Raw	FP
Pigs	4014-17	P. univalens	1157	0.1441780224	Raw	FP
Pigs	2015-17	P. univalens	1227	0.1441730362	Raw	FP
Pigs	2008-17	P. univalens	1137	0.1440820176	Raw	FP
Pigs	9022-17	P. univalens	1410	0.1440386447	Raw	FP
Pigs	4023-17	P. univalens	1058	0.1439865158	Raw	FP
Madagascar	SRR7658663	P. univalens	1709	0.1436146482	Raw	FP
Pigs	2001-17	P. univalens	1361	0.1435773129	Raw	FP
Pigs	2011-17	P. univalens	1344	0.1435574534	Raw	FP
Pigs	4002-17	P. univalens	1392	0.1434216612	Raw	FP
Hallstatt	HS2611	P. univalens	2397	0.1434128816	Raw	FP
Madagascar	SRR7658667	P. univalens	1916	0.143313694	Raw	FP
Hallstatt	HS2610	P. univalens	2059	0.1428066607	Raw	FP
Pigs	2002-17	P. univalens	1483	0.1422734405	Raw	FP
Human	Zape3	P. univalens	2125	0.1405478256	Raw	FP
Pigs	2017-17	P. univalens	1571	0.1401990493	Raw	FP
Pigs	2003-17	P. univalens	1662	0.1401036691	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	P. univalens	1031	0.1385642739	Raw	FP
Pigs	2006-17	P. univalens	1654	0.138549397	Raw	FP
Madagascar	SRR7658641	P. univalens	1862	0.138270681	Raw	FP
Pigs	2007-17	P. univalens	1658	0.1367413305	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	P. univalens	2048	0.1287645376	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	P. univalens	1055	0.1269603956	Raw	FP
Iceman	Iceman	P. univalens	1862	0.1132541387	Raw	FP
Dogs	Solarolo	P. trichosuri	1006	0.7439083072	Raw	FP
Human	BRS2	P. trichosuri	1031	0.6027289641	Raw	FP
Iceman	Iceman	P. trichosuri	2026	0.5956240678	Raw	FP
Human	BRS4	P. trichosuri	3963	0.5439694844	Raw	FP
Iceman	Iceman	P. tenuis	1371	0.6455882635	Raw	FP
Dogs	cop_JBG16	P. rubens	1547	0.9759052989	Decontaminated	TP
Dogs	cop_JBG16	P. rubens	1559	0.9747177129	Raw	TP
Human	UT30	P. rubens	5677	0.9548281507	Decontaminated	TP
Human	UT30	P. rubens	5820	0.9440888061	Raw	TP
Dogs	YRK001	P. rubens	1152	0.910093534	Decontaminated	TP
Hallstatt	HS2604	P. rubens	94651	0.8534170691	Decontaminated	TP
Hallstatt	HS2604	P. rubens	94630	0.8533489699	Raw	TP
Pigs	2006-17	P. rubens	1836	0.8283284352	Decontaminated	TP
Dogs	YRK001	P. rubens	1469	0.7741648828	Raw	FP
Pigs	2014-17	P. rubens	5915	0.7636560662	Decontaminated	FP
Human	Zape2	P. rubens	1000	0.7519304572	Raw	FP
Pigs	2006-17	P. rubens	2057	0.6556134408	Raw	FP
Pigs	2014-17	P. rubens	6696	0.5928202089	Raw	FP
Human	BRS4	P. rubens	1372	0.2648921577	Raw	FP
Dogs	Solarolo	P. rubens	1101	0.1304802092	Raw	FP
Pigs	6001-17	P. kudriavzevii	1242	0.996278365	Decontaminated	TP
Pigs	6016-17	P. kudriavzevii	1051	0.9962083374	Decontaminated	TP
Pigs	5004-17	P. kudriavzevii	1688	0.99615909	Decontaminated	TP
Pigs	2008-17	P. kudriavzevii	10958	0.9885211866	Decontaminated	TP
Hallstatt	HS2604	P. kudriavzevii	1555	0.9802796868	Raw	TP
Hallstatt	HS2604	P. kudriavzevii	1607	0.9674916209	Decontaminated	TP
Pigs	6016-17	P. kudriavzevii	1041	0.9487137086	Raw	TP
Pigs	6001-17	P. kudriavzevii	1227	0.9454777884	Raw	TP
Pigs	5004-17	P. kudriavzevii	1678	0.9364608074	Raw	TP
Pigs	2008-17	P. kudriavzevii	10865	0.9235943044	Raw	TP
Iceman	Iceman	R. delemar	13079	0.8356042633	Raw	TP
Iceman	Iceman	R. delemar	14693	0.7884178003	Decontaminated	FP
Pigs	6009-17	S. cerevisiae	1107	0.9983920633	Decontaminated	TP
Pigs	6005-17	S. cerevisiae	1047	0.9979054704	Decontaminated	TP
Pigs	7012-17	S. cerevisiae	1500	0.9976298818	Decontaminated	TP
Pigs	5004-17	S. cerevisiae	1316	0.996801949	Decontaminated	TP
Pigs	7003-17	S. cerevisiae	3217	0.9960515303	Decontaminated	TP
Pigs	6007-17	S. cerevisiae	8971	0.9928941592	Decontaminated	TP
Hallstatt	HS2604	S. cerevisiae	1074643	0.9918615162	Decontaminated	TP
Hallstatt	HS2604	S. cerevisiae	1075309	0.9916889939	Raw	TP
Madagascar	SRR7658606	S. cerevisiae	2892	0.9758732891	Decontaminated	TP
Pigs	6016-17	S. cerevisiae	41057	0.9757649147	Decontaminated	TP
Madagascar	SRR7658606	S. cerevisiae	2896	0.9751742532	Raw	TP
Madagascar	SRR7658602	S. cerevisiae	2035	0.9745099913	Decontaminated	TP
Madagascar	SRR7658602	S. cerevisiae	2038	0.9737645483	Raw	TP
Pigs	6016-17	S. cerevisiae	41095	0.9691153489	Raw	TP
Pigs	7012-17	S. cerevisiae	1495	0.9652681565	Raw	TP
Hallstatt	HS2611	S. cerevisiae	19609	0.9615446304	Decontaminated	TP
Hallstatt	HS2611	S. cerevisiae	19666	0.960361192	Raw	TP
Pigs	6009-17	S. cerevisiae	1111	0.9566029275	Raw	TP
Pigs	7003-17	S. cerevisiae	3224	0.9438632179	Raw	TP
Pigs	6005-17	S. cerevisiae	1047	0.9426067396	Raw	TP
Pigs	5004-17	S. cerevisiae	1315	0.9408002054	Raw	TP
Pigs	6007-17	S. cerevisiae	8970	0.929665484	Raw	TP
Madagascar	SRR7658664	S. venezuelensis	1669	0.2985051569	Raw	FP
Human	Zape_29	S. venezuelensis	2805	0.2907937942	Raw	FP
Madagascar	SRR7658670	S. venezuelensis	1114	0.2199809108	Raw	FP
Human	Zape2	S. venezuelensis	1012	0.2062174863	Raw	FP
Madagascar	SRR7658675	S. venezuelensis	1739	0.1785005101	Raw	FP
Madagascar	SRR7658650	S. venezuelensis	2208	0.1728732972	Raw	FP
Madagascar	SRR7658631	S. vulgaris	1086	0.4467878168	Raw	FP
Madagascar	SRR7658641	S. vulgaris	1014	0.4404308002	Raw	FP
Madagascar	SRR7658591	S. vulgaris	1128	0.43959255	Raw	FP
Madagascar	SRR7658608	S. vulgaris	1141	0.4385718896	Raw	FP
Madagascar	SRR7658622	S. vulgaris	1280	0.4322786806	Raw	FP
Madagascar	SRR7658586	S. vulgaris	1598	0.4268746229	Raw	FP
Madagascar	SRR7658628	S. vulgaris	1772	0.4213441575	Raw	FP
Madagascar	SRR7658653	S. vulgaris	1836	0.4210133675	Raw	FP
Madagascar	SRR7658669	S. vulgaris	1794	0.4199203565	Raw	FP
Madagascar	SRR7658606	S. vulgaris	2070	0.4090353861	Raw	FP
Madagascar	SRR7658633	S. vulgaris	1954	0.408780671	Raw	FP
Madagascar	SRR7658636	S. vulgaris	1800	0.403278043	Raw	FP
Madagascar	SRR7658656	S. vulgaris	2533	0.4011200118	Raw	FP
Madagascar	SRR7658584	S. vulgaris	2242	0.3915411513	Raw	FP
Madagascar	SRR7658639	S. vulgaris	1096	0.3894573956	Raw	FP
Madagascar	SRR7658645	S. vulgaris	2426	0.3849745871	Raw	FP
